"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"SI","2014-05-13","85.6","-0.54","5.77","Germano, Justin",474892,430683,"field_out","hit_into_play",,,,,"14","Chris Carter grounds out, shortstop Elvis Andrus to first baseman Prince Fielder.","R","R","R","HOU","TEX","X","6","ground_ball","1","1",2014,"-0.79","0.67","0.93","2.54","null","461882","null","0","3","Bot",106.43,158.63,,,"455139",,"140513_201256",5.07,-124.57,-2.34,-7.26,29.64,-27.08,"3.69","1.81","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0","null","0","0","null","26","3","Sinker","3","0","3","0","0","3","3","0","null","null"
"CU","2014-05-13","75.4","1.85","6.37","Harrison, Matt",451594,457448,"null","foul",,,,,"9","Dexter Fowler walks.   George Springer to 2nd.","R","R","L","HOU","TEX","S","null","null","2","2",2014,"0.42","-0.49","0.54","1.68","null","null","543807","1","1","Bot","null","null",,,"455139",,"140513_192353",-3.91,-109.72,-1.21,4.7,23.88,-37.85,"3.54","1.65","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","7","5","Curveball","0","0","0","0","0","0","0","0","null","null"
"SI","2014-05-13","86.4","-0.64","5.72","Germano, Justin",474892,430683,"null","swinging_strike",,,,,"6","Chris Carter grounds out, shortstop Elvis Andrus to first baseman Prince Fielder.","R","R","R","HOU","TEX","S","null","null","1","0",2014,"-1.29","0.7","0.48","2.47","null","461882","null","0","3","Bot","null","null",,,"455139",,"140513_201239",5.41,-125.77,-2.53,-13.01,32.04,-26.71,"3.69","1.81","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","26","2","Sinker","3","0","3","0","0","3","3","0","null","null"
"FF","2014-05-13","95.6","-0.81","6.56","Ogando, Alexi",518625,468396,"strikeout","swinging_strike",,,,,"11","Matt Dominguez strikes out swinging.","R","R","R","HOU","TEX","S","2","null","1","2",2014,"-0.34","1.64","-1.03","3.54","null","null","null","2","8","Bot","null","null",,,"455139",,"140513_214914",-0.05,-139.09,-6.01,-2.99,32.71,-12.47,"3.5","1.62","null","null","null","null","null","null",381128,468396,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0","null","0","0","null","68","4","4-Seam Fastball","8","0","8","0","0","8","8","0","null","null"
"FT","2014-05-13","88.8","1.53","6.08","Harrison, Matt",451594,457448,"null","ball",,,,,"13","Dexter Fowler walks.   George Springer to 2nd.","R","R","L","HOU","TEX","B","null","null","1","2",2014,"2.14","1.17","-0.37","0.72","null","null","543807","1","1","Bot","null","null",,,"455139",,"140513_192332",-10.11,-128.66,-9.38,26.81,30.99,-20.95,"3.65","1.65","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","7","4","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"FT","2014-05-13","89.7","1.26","5.99","Keuchel, Dallas",425902,572971,"null","ball",,,,,"13","Prince Fielder grounds out softly, shortstop Jonathan Villar to first baseman Jesus Guzman.","R","L","L","HOU","TEX","B","null","null","0","1",2014,"1.88","0.59","-1.23","2.11","null","134181","null","2","1","Top","null","null",,,"449786",,"140513_191458",-11.18,-130.19,-4.59,24.57,29.31,-27.43,"3.46","1.66","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","4","2","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"FF","2014-05-13","93.0","-1.25","5.76","Tolleson, Shawn",543321,474521,"null","foul",,,,,"6","L.J. Hoes grounds out, pitcher Shawn Tolleson to first baseman Prince Fielder.","R","R","R","HOU","TEX","S","null","null","0","0",2014,"-0.01","1.83","0.30","2.58","null","null","474892","2","6","Bot","null","null",,,"455139",,"140513_211800",3.81,-135.33,-6.32,1.58,32.98,-11.31,"3.52","1.63","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","55","1","4-Seam Fastball","8","0","8","0","0","8","8","0","null","null"
"FT","2014-05-13","90.1","1.34","5.91","Keuchel, Dallas",425902,572971,"null","called_strike",,,,,"7","Prince Fielder grounds out softly, shortstop Jonathan Villar to first baseman Jesus Guzman.","R","L","L","HOU","TEX","S","null","null","0","0",2014,"1.76","0.66","-0.64","1.73","null","134181","null","2","1","Top","null","null",,,"449786",,"140513_191440",-9.6,-130.74,-5.53,23.21,30.78,-26.67,"3.49","1.68","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","4","1","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"SI","2014-05-13","87.4","-1.06","5.88","Germano, Justin",474892,430683,"null","ball",,,,,"11","Chris Carter grounds out, shortstop Elvis Andrus to first baseman Prince Fielder.","R","R","R","HOU","TEX","B","null","null","0","0",2014,"-0.87","0.51","-1.89","3.34","null","461882","null","0","3","Bot","null","null",,,"455139",,"140513_201222",-0.36,-127.25,-0.62,-8.57,30.27,-28.56,"3.88","1.81","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","26","1","Sinker","3","0","3","0","0","3","3","0","null","null"
"FF","2014-05-13","96.2","-0.41","6.51","Ogando, Alexi",518625,468396,"null","ball",,,,,"14","Matt Dominguez strikes out swinging.","R","R","R","HOU","TEX","B","null","null","0","2",2014,"-0.48","1.73","1.32","2.13","null","null","null","2","8","Bot","null","null",,,"455139",,"140513_214853",5.67,-139.63,-10.05,-4.99,31.68,-11.11,"3.65","1.73","null","null","null","null","null","null",381128,468396,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","68","3","4-Seam Fastball","8","0","8","0","0","8","8","0","null","null"
"FC","2014-05-13","89.7","-1.45","5.72","Tolleson, Shawn",474892,474521,"single","hit_into_play",,,,,"14","Chris Carter singles on a sharp ground ball to third baseman Adrian Beltre, deflected by shortstop Elvis Andrus.","R","R","R","HOU","TEX","X","6","ground_ball","1","0",2014,"0.68","1.16","0.86","2.28","null","null","null","2","6","Bot",105.42,163.65,,,"455139",,"140513_211714",4.01,-130.51,-4.86,9.97,28.02,-20.59,"3.69","1.81","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0.9","null","1","0","null","54","2","Cutter","8","0","8","0","0","8","8","0","null","null"
"CU","2014-05-13","76.8","1.55","6.29","Harrison, Matt",451594,457448,"null","blocked_ball",,,,,"13","Dexter Fowler walks.   George Springer to 2nd.","R","R","L","HOU","TEX","B","null","null","0","2",2014,"0.66","-0.62","-1.35","0.89","null","null","543807","1","1","Bot","null","null",,,"455139",,"140513_192302",-8,-111.63,-2.92,7.11,21.02,-39.32,"3.69","1.7","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","7","3","Curveball","0","0","0","0","0","0","0","0","null","null"
"FF","2014-05-13","96.4","-0.76","6.34","Ogando, Alexi",518625,468396,"null","foul",,,,,"7","Matt Dominguez strikes out swinging.","R","R","R","HOU","TEX","S","null","null","0","1",2014,"-0.29","1.72","-0.59","2.08","null","null","null","2","8","Bot","null","null",,,"455139",,"140513_214831",0.87,-139.99,-9.68,-2.27,34.73,-11.31,"3.5","1.62","null","null","null","null","null","null",381128,468396,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","68","2","4-Seam Fastball","8","0","8","0","0","8","8","0","null","null"
"FC","2014-05-13","90.5","-1.44","5.85","Tolleson, Shawn",474892,474521,"null","ball",,,,,"12","Chris Carter singles on a sharp ground ball to third baseman Adrian Beltre, deflected by shortstop Elvis Andrus.","R","R","R","HOU","TEX","B","null","null","0","0",2014,"0.76","1.1","1.25","2.87","null","null","null","2","6","Bot","null","null",,,"455139",,"140513_211659",4.83,-131.77,-3.64,11.07,30.8,-21.19,"3.8","1.81","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","54","1","Cutter","8","0","8","0","0","8","8","0","null","null"
"FT","2014-05-13","89.0","1.65","6.21","Harrison, Matt",451594,457448,"null","foul",,,,,"4","Dexter Fowler walks.   George Springer to 2nd.","R","R","L","HOU","TEX","S","null","null","0","1",2014,"1.56","1.59","-0.47","2.89","null","null","543807","1","1","Bot","null","null",,,"455139",,"140513_192238",-9.41,-129.18,-5.39,20.52,26.84,-15.67,"3.54","1.65","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","7","2","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"CH","2014-05-13","80.3","1.26","5.89","Keuchel, Dallas",134181,572971,"double","hit_into_play",,,,,"14","Adrian Beltre doubles (7) on a line drive to right fielder George Springer.","R","R","L","HOU","TEX","X","9","line_drive","1","0",2014,"2.23","0.74","1.23","2.44","null","null","null","2","1","Top",190.76,111.45,,,"449786",,"140513_191352",-5.13,-116.74,-2.02,23.09,24.88,-26.94,"3.48","1.61","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","1.25","null","1","1","null","3","2","Changeup","0","0","0","0","0","0","0","0","null","null"
"SI","2014-05-13","87.1","-0.68","5.61","Germano, Justin",461882,430683,"double","hit_into_play",,,,,"8","Jesus Guzman doubles (3) on a line drive to left fielder Shin-Soo Choo.","R","R","R","HOU","TEX","X","7","line_drive","3","2",2014,"-0.51","0.61","-0.06","2.05","null","null","null","0","3","Bot",48.19,98.39,,,"455139",,"140513_201127",2.44,-126.82,-3.33,-4.43,29.34,-27.54,"3.5","1.68","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","1.25","null","1","1","null","25","6","Sinker","3","0","3","0","0","3","3","0","null","null"
"FF","2014-05-13","89.7","1.5","5.89","Keuchel, Dallas",134181,572971,"null","ball",,,,,"14","Adrian Beltre doubles (7) on a line drive to right fielder George Springer.","R","R","L","HOU","TEX","B","null","null","0","0",2014,"0.88","1.96","1.27","2.25","null","null","null","2","1","Top","null","null",,,"449786",,"140513_191340",-2.98,-130.43,-7.08,12.21,32.95,-11.36,"3.66","1.66","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","3","1","4-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"FT","2014-05-13","88.1","1.6","6.14","Harrison, Matt",451594,457448,"null","foul",,,,,"9","Dexter Fowler walks.   George Springer to 2nd.","R","R","L","HOU","TEX","S","null","null","0","0",2014,"2.22","1.15","0.54","2.14","null","null","543807","1","1","Bot","null","null",,,"455139",,"140513_192214",-8.18,-127.96,-5.84,27.71,29.14,-21.27,"3.54","1.65","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","7","1","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"FF","2014-05-13","85.7","-0.58","5.7","Germano, Justin",461882,430683,"null","ball",,,,,"14","Jesus Guzman doubles (3) on a line drive to left fielder Shin-Soo Choo.","R","R","R","HOU","TEX","B","null","null","2","2",2014,"-0.32","0.78","1.43","2.35","null","null","null","0","3","Bot","null","null",,,"455139",,"140513_201108",5.34,-124.61,-2.92,-2.1,28.35,-25.85,"3.57","1.68","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","25","5","4-Seam Fastball","3","0","3","0","0","3","3","0","null","null"
"SL","2014-05-13","82.4","-1.33","6.09","Ogando, Alexi",518625,468396,"null","called_strike",,,,,"4","Matt Dominguez strikes out swinging.","R","R","R","HOU","TEX","S","null","null","0","0",2014,"0.76","-0.08","-0.48","2.46","null","null","null","2","8","Bot","null","null",,,"455139",,"140513_214818",0.04,-119.95,-1.21,9.33,23.68,-34.91,"3.65","1.8","null","null","null","null","null","null",381128,468396,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","68","1","Slider","8","0","8","0","0","8","8","0","null","null"
"FF","2014-05-13","93.9","-1.42","5.92","Tolleson, Shawn",461882,474521,"strikeout","swinging_strike",,,,,"11","Jesus Guzman strikes out swinging.","R","R","R","HOU","TEX","S","2","null","2","2",2014,"0.17","1.61","-0.75","4.18","null","null","null","1","6","Bot","null","null",,,"455139",,"140513_211625",1.02,-136.67,-2.02,4.02,37.53,-14.01,"3.5","1.68","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0","null","0","0","null","53","5","4-Seam Fastball","8","0","8","0","0","8","8","0","null","null"
"FC","2014-05-13","91.6","-1.26","5.79","Tolleson, Shawn",461882,474521,"null","ball",,,,,"14","Jesus Guzman strikes out swinging.","R","R","R","HOU","TEX","B","null","null","1","2",2014,"0.14","0.7","1.46","2.41","null","null","null","1","6","Bot","null","null",,,"455139",,"140513_211606",6.45,-133.2,-3.85,3.42,33.48,-25.93,"3.62","1.68","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","53","4","Cutter","8","0","8","0","0","8","8","0","null","null"
"FT","2014-05-13","89.1","1.27","6.13","Harrison, Matt",543807,457448,"walk","ball",,,,,"13","George Springer walks.","R","R","L","HOU","TEX","B","null","null","3","2",2014,"2.15","1.32","-1.40","1.72","null","null","null","1","1","Bot","null","null",,,"455139",,"140513_192133",-12.15,-128.97,-7.44,27.27,29.49,-19.08,"3.54","1.59","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0.7","null","0","0","null","6","6","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"SI","2014-05-13","86.1","-0.56","5.79","Germano, Justin",461882,430683,"null","called_strike",,,,,"6","Jesus Guzman doubles (3) on a line drive to left fielder Shin-Soo Choo.","R","R","R","HOU","TEX","S","null","null","2","1",2014,"-0.61","0.6","0.56","2.39","null","null","null","0","3","Bot","null","null",,,"455139",,"140513_201052",3.83,-125.38,-2.68,-5.31,30.93,-27.75,"3.61","1.8","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","25","4","Sinker","3","0","3","0","0","3","3","0","null","null"
"FT","2014-05-13","90.1","1.38","5.91","Keuchel, Dallas",462101,572971,"field_out","hit_into_play",,,,,"6","Elvis Andrus grounds out, second baseman Jose Altuve to first baseman Jesus Guzman.","R","R","L","HOU","TEX","X","4","ground_ball","3","2",2014,"1.68","0.88","0.28","2.39","null","null","null","1","1","Top",139.56,153.61,,,"449786",,"140513_191304",-7.22,-131.03,-4.48,22.59,28.53,-23.84,"3.23","1.45","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","0","null","0","0","null","2","6","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"FF","2014-05-13","96.0","-0.96","6.1","Ogando, Alexi",451594,468396,"field_out","hit_into_play",,,,,"9","Dexter Fowler lines out to second baseman Rougned Odor.","R","L","R","HOU","TEX","X","4","line_drive","3","2",2014,"-0.44","1.58","0.46","1.92","null","null","null","1","8","Bot",141.57,155.62,,,"455139",,"140513_214735",4.68,-139.38,-9.08,-4.38,33.05,-13.26,"3.54","1.65","null","null","null","null","null","null",381128,468396,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0","null","0","0","null","67","6","4-Seam Fastball","8","0","8","0","0","8","8","0","null","null"
"CH","2014-05-13","87.6","-1.1","6.23","Ogando, Alexi",451594,468396,"null","ball",,,,,"11","Dexter Fowler lines out to second baseman Rougned Odor.","R","L","R","HOU","TEX","B","null","null","2","2",2014,"-0.46","0.79","-0.88","3.60","null","null","null","1","8","Bot","null","null",,,"455139",,"140513_214714",1.33,-127.55,-1.57,-3.88,26.73,-25.38,"3.46","1.58","null","null","null","null","null","null",381128,468396,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","67","5","Changeup","8","0","8","0","0","8","8","0","null","null"
"FT","2014-05-13","88.1","1.64","6.14","Harrison, Matt",543807,457448,"null","swinging_strike",,,,,"14","George Springer walks.","R","R","L","HOU","TEX","S","null","null","3","1",2014,"2.06","1.39","1.23","1.90","null","null","null","1","1","Bot","null","null",,,"455139",,"140513_192117",-6.18,-127.94,-6.97,25.8,29.43,-18.53,"3.65","1.59","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","6","5","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"FT","2014-05-13","90.6","1.29","5.89","Keuchel, Dallas",462101,572971,"null","ball",,,,,"13","Elvis Andrus grounds out, second baseman Jose Altuve to first baseman Jesus Guzman.","R","R","L","HOU","TEX","B","null","null","2","2",2014,"1.65","1.06","-1.31","1.88","null","null","null","1","1","Top","null","null",,,"449786",,"140513_191249",-10.99,-131.36,-6.15,22.11,30.75,-21.71,"3.5","1.51","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","2","5","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"CH","2014-05-13","80.4","-0.97","5.64","Germano, Justin",461882,430683,"null","ball",,,,,"13","Jesus Guzman doubles (3) on a line drive to left fielder Shin-Soo Choo.","R","R","R","HOU","TEX","B","null","null","1","1",2014,"-1.02","0.74","-1.17","1.54","null","null","null","0","3","Bot","null","null",,,"455139",,"140513_201034",1.42,-116.95,-3.51,-8.63,26.18,-26.94,"3.57","1.68","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","25","3","Changeup","3","0","3","0","0","3","3","0","null","null"
"FF","2014-05-13","94.5","-1.27","5.76","Tolleson, Shawn",461882,474521,"null","swinging_strike",,,,,"5","Jesus Guzman strikes out swinging.","R","R","R","HOU","TEX","S","null","null","1","1",2014,"0.22","1.92","0.17","2.53","null","null","null","1","6","Bot","null","null",,,"455139",,"140513_211544",3.02,-137.3,-6.89,4.67,36.43,-9.64,"3.5","1.68","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","53","3","4-Seam Fastball","8","0","8","0","0","8","8","0","null","null"
"SL","2014-05-13","86.5","-0.79","6.11","Ogando, Alexi",451594,468396,"null","ball",,,,,"14","Dexter Fowler lines out to second baseman Rougned Odor.","R","L","R","HOU","TEX","B","null","null","1","2",2014,"0.69","0.3","1.35","-0.09","null","null","null","1","8","Bot","null","null",,,"455139",,"140513_214649",3.43,-125.58,-9.19,9.47,23.62,-31,"3.45","1.65","null","null","null","null","null","null",381128,468396,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","67","4","Slider","8","0","8","0","0","8","8","0","null","null"
"FF","2014-05-13","94.5","-1.17","5.69","Tolleson, Shawn",461882,474521,"null","ball",,,,,"14","Jesus Guzman strikes out swinging.","R","R","R","HOU","TEX","B","null","null","0","1",2014,"0","1.74","1.32","1.96","null","null","null","1","6","Bot","null","null",,,"455139",,"140513_211526",6.42,-137.14,-7.87,1.71,32.35,-11.85,"3.65","1.81","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","53","2","4-Seam Fastball","8","0","8","0","0","8","8","0","null","null"
"FT","2014-05-13","87.7","1.6","6.08","Harrison, Matt",543807,457448,"null","ball",,,,,"14","George Springer walks.","R","R","L","HOU","TEX","B","null","null","2","1",2014,"1.9","1.78","1.17","1.16","null","null","null","1","1","Bot","null","null",,,"455139",,"140513_192100",-5.79,-127.25,-9.39,23.57,30.13,-14.34,"3.58","1.59","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","6","4","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"SL","2014-05-13","79.3","1.61","5.84","Keuchel, Dallas",462101,572971,"null","ball",,,,,"14","Elvis Andrus grounds out, second baseman Jose Altuve to first baseman Jesus Guzman.","R","R","L","HOU","TEX","B","null","null","1","2",2014,"-0.19","0.23","0.28","0.41","null","null","null","1","1","Top","null","null",,,"449786",,"140513_191230",-2.87,-115.3,-5.2,-0.61,25.84,-31.84,"3.51","1.59","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","2","4","Slider","0","0","0","0","0","0","0","0","null","null"
"SI","2014-05-13","86.2","-1.11","5.9","Germano, Justin",461882,430683,"null","ball",,,,,"13","Jesus Guzman doubles (3) on a line drive to left fielder Shin-Soo Choo.","R","R","R","HOU","TEX","B","null","null","0","1",2014,"-0.78","0.7","-1.77","2.06","null","null","null","0","3","Bot","null","null",,,"455139",,"140513_201019",-0.15,-125.55,-4,-7.32,30.43,-26.65,"3.61","1.68","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","25","2","Sinker","3","0","3","0","0","3","3","0","null","null"
"CH","2014-05-13","88.4","-1.15","5.85","Ogando, Alexi",451594,468396,"null","called_strike",,,,,"7","Dexter Fowler lines out to second baseman Rougned Odor.","R","L","R","HOU","TEX","S","null","null","1","1",2014,"-0.61","1.15","-0.66","1.66","null","null","null","1","8","Bot","null","null",,,"455139",,"140513_214629",2.41,-128.63,-6.56,-5.87,25,-20.92,"3.46","1.61","null","null","null","null","null","null",381128,468396,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","67","3","Changeup","8","0","8","0","0","8","8","0","null","null"
"SL","2014-05-13","79.5","1.22","5.98","Keuchel, Dallas",462101,572971,"null","foul",,,,,"13","Elvis Andrus grounds out, second baseman Jose Altuve to first baseman Jesus Guzman.","R","R","L","HOU","TEX","S","null","null","1","1",2014,"-0.15","-0.03","-1.21","2.03","null","null","null","1","1","Top","null","null",,,"449786",,"140513_191207",-5.42,-115.54,-1.27,-0.17,28.84,-34.17,"3.23","1.45","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","2","3","Slider","0","0","0","0","0","0","0","0","null","null"
"SI","2014-05-13","85.6","-0.49","5.93","Germano, Justin",461882,430683,"null","called_strike",,,,,"6","Jesus Guzman doubles (3) on a line drive to left fielder Shin-Soo Choo.","R","R","R","HOU","TEX","S","null","null","0","0",2014,"-0.55","0.59","0.49","2.58","null","null","null","0","3","Bot","null","null",,,"455139",,"140513_201006",3.33,-124.54,-2.4,-4.58,30.55,-27.96,"3.61","1.77","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","25","1","Sinker","3","0","3","0","0","3","3","0","null","null"
"CU","2014-05-13","76.9","1.81","6.33","Harrison, Matt",543807,457448,"null","ball",,,,,"13","George Springer walks.","R","R","L","HOU","TEX","B","null","null","1","1",2014,"0.77","-0.22","-0.14","0.96","null","null","null","1","1","Bot","null","null",,,"455139",,"140513_192044",-6.12,-111.83,-3.64,8.05,22.67,-35.73,"3.54","1.59","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","6","3","Curveball","0","0","0","0","0","0","0","0","null","null"
"FC","2014-05-13","91.0","-1.42","5.79","Tolleson, Shawn",461882,474521,"null","called_strike",,,,,"6","Jesus Guzman strikes out swinging.","R","R","R","HOU","TEX","S","null","null","0","0",2014,"0.27","0.69","0.36","2.70","null","null","null","1","6","Bot","null","null",,,"455139",,"140513_211510",3.68,-132.56,-3.15,5.14,27.76,-26.02,"3.61","1.77","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","53","1","Cutter","8","0","8","0","0","8","8","0","null","null"
"FF","2014-05-13","96.3","-0.7","6.25","Ogando, Alexi",451594,468396,"null","foul",,,,,"8","Dexter Fowler lines out to second baseman Rougned Odor.","R","L","R","HOU","TEX","S","null","null","1","0",2014,"-0.17","1.49","0.05","2.15","null","null","null","1","8","Bot","null","null",,,"455139",,"140513_214607",2.15,-139.89,-8.67,-0.52,33.47,-14.42,"3.54","1.65","null","null","null","null","null","null",381128,468396,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","67","2","4-Seam Fastball","8","0","8","0","0","8","8","0","null","null"
"CU","2014-05-13","71.3","-1.04","6.03","Germano, Justin",518625,430683,"force_out","hit_into_play",,,,,"8","Matt Dominguez grounds into a force out, shortstop Elvis Andrus to second baseman Rougned Odor.   Dexter Fowler out at 2nd.    Matt Dominguez to 1st.","R","R","R","HOU","TEX","X","6","ground_ball","2","2",2014,"1.92","-1.03","0.01","1.95","543807","null","451594","2","2","Bot",113.45,155.62,,,"455139",,"140513_195851",-1.74,-103.77,1.89,15.69,21.31,-41.23,"3.5","1.62","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0","null","0","0","null","20","6","Curveball","3","0","3","0","0","3","3","0","null","null"
"FT","2014-05-13","90.0","1.27","6.14","Harrison, Matt",543807,457448,"null","ball",,,,,"13","George Springer walks.","R","R","L","HOU","TEX","B","null","null","0","1",2014,"1.85","1.28","-1.32","1.34","null","null","null","1","1","Bot","null","null",,,"455139",,"140513_192031",-11.4,-130.35,-8.61,24.36,28.5,-19.19,"3.65","1.59","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","6","2","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"FC","2014-05-13","90.6","-1.36","5.77","Tolleson, Shawn",518625,474521,"strikeout","called_strike",,,,,"9","Matt Dominguez called out on strikes.","R","R","R","HOU","TEX","S","2","null","2","2",2014,"0.33","0.68","0.64","1.99","null","null","null","0","6","Bot","null","null",,,"455139",,"140513_211438",4.07,-131.83,-4.68,5.71,31.47,-26.31,"3.65","1.84","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0","null","0","0","null","52","6","Cutter","8","0","8","0","0","8","8","0","null","null"
