"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FT","2014-05-13","88.0","1.39","6.17","Harrison, Matt",449786,457448,"field_out","hit_into_play",,,,,"5","Carlos Corporan grounds out, second baseman Rougned Odor to first baseman Prince Fielder.","R","R","L","HOU","TEX","X","4","ground_ball","0","2",2014,"1.82","1.62","-0.25","2.31","null","null","null","0","2","Bot",143.57,160.64,,,"455139",,"140513_194038",-8.66,-127.79,-6.52,22.81,29.62,-15.96,"3.5","1.62","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0","null","0","0","null","15","3","2-Seam Fastball","2","0","2","0","0","2","2","0","null","null"
"FT","2014-05-13","89.4","1.48","5.86","Keuchel, Dallas",425783,572971,"null","called_strike",,,,,"5","Shin-Soo Choo hit by pitch.    Robinson Chirinos to 2nd.","R","L","L","HOU","TEX","S","null","null","0","0",2014,"1.97","0.7","-0.07","2.19","null","null","455139","1","3","Top","null","null",,,"449786",,"140513_200419",-8.95,-129.85,-4.2,25.41,30.64,-26.28,"3.3","1.53","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","23","1","2-Seam Fastball","3","0","0","3","0","3","0","3","null","null"
"SL","2014-05-13","80.6","1.48","5.81","Keuchel, Dallas",596059,572971,"field_out","hit_into_play",,,,,"13","Rougned Odor lines out softly to center fielder Dexter Fowler.","R","L","L","HOU","TEX","X","8","line_drive","1","2",2014,"-0.34","0.25","-1.32","1.62","null","null","455139","0","3","Top",116.47,124.5,,,"449786",,"140513_200334",-6,-117.12,-2.79,-2.07,23.74,-31.64,"3.08","1.4","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","0","null","0","0","null","22","4","Slider","3","0","0","3","0","3","0","3","null","null"
"SI","2014-05-13","84.9","-0.56","5.94","Germano, Justin",543807,430683,"null","ball",,,,,"2","George Springer singles on a line drive to right fielder Alex Rios.   Jose Altuve scores.","R","R","R","HOU","TEX","B","null","null","0","0",2014,"-0.6","0.73","-0.22","3.69","514888","null","null","1","4","Bot","null","null",,,"455139",,"140513_203342",1.87,-123.65,0.06,-5.15,30.01,-26.5,"3.69","1.59","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","35","1","Sinker","3","0","3","0","0","3","3","0","null","null"
"FT","2014-05-13","87.1","1.64","6.13","Harrison, Matt",449786,457448,"null","foul",,,,,"9","Carlos Corporan grounds out, second baseman Rougned Odor to first baseman Prince Fielder.","R","R","L","HOU","TEX","S","null","null","0","1",2014,"1.77","1.13","0.79","2.12","null","null","null","0","2","Bot","null","null",,,"455139",,"140513_194013",-6.5,-126.55,-5.52,21.68,31.09,-21.83,"3.5","1.62","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","15","2","2-Seam Fastball","2","0","2","0","0","2","2","0","null","null"
"SL","2014-05-13","79.6","-0.78","5.69","Germano, Justin",514888,430683,"triple","hit_into_play",,,,,"2","Jose Altuve triples (2) on a line drive to center fielder Michael Choice.","R","R","R","HOU","TEX","X","8","line_drive","1","1",2014,"0.86","0.39","-0.12","2.73","null","null","null","1","4","Bot",144.58,39.16,,,"455139",,"140513_203246",-0.58,-115.85,-0.09,9.56,23.38,-30.33,"2.97","1.34","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","1.6","null","1","2","null","34","3","Slider","3","0","3","0","0","3","3","0","null","null"
"SL","2014-05-13","79.6","1.76","5.82","Keuchel, Dallas",596059,572971,"null","swinging_strike_blocked",,,,,"13","Rougned Odor lines out softly to center fielder Dexter Fowler.","R","L","L","HOU","TEX","S","null","null","1","1",2014,"-0.44","0.03","-0.33","0.58","null","null","455139","0","3","Top","null","null",,,"449786",,"140513_200308",-4.04,-115.68,-4.28,-2.92,29.28,-33.63,"3.08","1.4","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","22","3","Slider","3","0","0","3","0","3","0","3","null","null"
"FT","2014-05-13","87.9","1.65","6.14","Harrison, Matt",449786,457448,"null","called_strike",,,,,"9","Carlos Corporan grounds out, second baseman Rougned Odor to first baseman Prince Fielder.","R","R","L","HOU","TEX","S","null","null","0","0",2014,"1.35","1.98","0.72","2.13","null","null","null","0","2","Bot","null","null",,,"455139",,"140513_194003",-5.74,-127.64,-7.53,16.99,33.3,-12.21,"3.69","1.62","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","15","1","2-Seam Fastball","2","0","2","0","0","2","2","0","null","null"
"FT","2014-05-13","88.6","1.18","5.97","Keuchel, Dallas",596059,572971,"null","ball",,,,,"13","Rougned Odor lines out softly to center fielder Dexter Fowler.","R","L","L","HOU","TEX","B","null","null","0","1",2014,"1.55","0.35","-2.15","1.54","null","null","455139","0","3","Top","null","null",,,"449786",,"140513_200250",-12.29,-128.41,-5.11,19.75,30.91,-30.4,"3.22","1.4","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","22","2","2-Seam Fastball","3","0","0","3","0","3","0","3","null","null"
"SI","2014-05-13","85.5","-0.44","5.65","Germano, Justin",514888,430683,"null","ball",,,,,"14","Jose Altuve triples (2) on a line drive to center fielder Michael Choice.","R","R","R","HOU","TEX","B","null","null","0","1",2014,"-0.51","0.51","1.18","2.00","null","null","null","1","4","Bot","null","null",,,"455139",,"140513_203232",4.84,-124.46,-3.17,-4.32,23.59,-28.67,"3","1.39","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","34","2","Sinker","3","0","3","0","0","3","3","0","null","null"
"CH","2014-05-13","79.6","1.77","6.01","Harrison, Matt",543321,457448,"home_run","hit_into_play",,,,,"5","L.J. Hoes homers (2) on a line drive to left field.   Chris Carter scores.","R","R","L","HOU","TEX","X","null","line_drive","0","1",2014,"1.88","1.43","0.00","2.36","null","null","474892","0","2","Bot",57.23,70.28,,,"455139",,"140513_193909",-8.25,-115.45,-3.69,19.18,24.64,-20.69,"3.52","1.63","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","2","null","0","3","null","14","2","Changeup","0","0","0","0","0","2","2","0","null","null"
"FT","2014-05-13","87.4","1.83","6.09","Harrison, Matt",543321,457448,"null","called_strike",,,,,"14","L.J. Hoes homers (2) on a line drive to left field.   Chris Carter scores.","R","R","L","HOU","TEX","S","null","null","0","0",2014,"1.95","1.01","0.98","2.26","null","null","474892","0","2","Bot","null","null",,,"455139",,"140513_193851",-6.95,-127.08,-4.91,23.98,30.51,-23.06,"3.65","1.63","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","14","1","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"SL","2014-05-13","77.7","-1","5.73","Germano, Justin",514888,430683,"null","foul",,,,,"5","Jose Altuve triples (2) on a line drive to center fielder Michael Choice.","R","R","R","HOU","TEX","S","null","null","0","0",2014,"0.93","-0.2","-0.23","2.07","null","null","null","1","4","Bot","null","null",,,"455139",,"140513_203211",-0.48,-113.2,-0.19,9.88,20.85,-35.7,"2.97","1.34","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","34","1","Slider","3","0","3","0","0","3","3","0","null","null"
"FT","2014-05-13","89.7","1.43","6.05","Keuchel, Dallas",596059,572971,"null","called_strike",,,,,"1","Rougned Odor lines out softly to center fielder Dexter Fowler.","R","L","L","HOU","TEX","S","null","null","0","0",2014,"1.58","0.8","-0.40","3.00","null","null","455139","0","3","Top","null","null",,,"449786",,"140513_200227",-8.79,-130.37,-2.94,20.93,30.28,-24.95,"3.34","1.4","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","22","1","2-Seam Fastball","3","0","0","3","0","3","0","3","null","null"
"FT","2014-05-13","87.0","1.65","6.16","Harrison, Matt",474892,457448,"single","hit_into_play",,,,,"9","Chris Carter singles on a line drive to left fielder Shin-Soo Choo.","R","R","L","HOU","TEX","X","7","line_drive","1","0",2014,"2.02","0.87","0.44","1.83","null","null","null","0","2","Bot",93.37,94.38,,,"455139",,"140513_193809",-7.99,-126.31,-5.83,24.82,26.75,-24.61,"3.69","1.81","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0.9","null","1","0","null","13","2","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"FC","2014-05-13","84.4","1.25","5.94","Keuchel, Dallas",455139,572971,"single","hit_into_play",,,,,"11","Robinson Chirinos singles on a bunt ground ball to third baseman Matt Dominguez.","R","R","L","HOU","TEX","X","5","ground_ball","0","1",2014,"0.45","0.66","-1.86","2.20","null","null","null","0","3","Top",112.45,185.74,,,"449786",,"140513_200142",-8.75,-122.48,-3.26,6.22,29.57,-27.3,"3.01","1.37","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","0.9","null","1","0","null","21","2","Cutter","3","0","0","3","0","3","0","3","null","null"
"CU","2014-05-13","72.7","-1.26","5.95","Germano, Justin",542340,430683,"field_out","hit_into_play",,,,,"13","Jonathan Villar lines out softly to right fielder Alex Rios.","R","L","R","HOU","TEX","X","9","line_drive","1","2",2014,"2.19","-1.21","-0.94","1.68","null","null","null","0","4","Bot",164.66,105.42,,,"455139",,"140513_203128",-3.77,-105.76,1.65,18.15,24.59,-42.78,"3.33","1.56","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0","null","0","0","null","33","5","Curveball","3","0","3","0","0","3","3","0","null","null"
"CU","2014-05-13","69.8","-1.15","6.07","Germano, Justin",542340,430683,"null","foul",,,,,"4","Jonathan Villar lines out softly to right fielder Alex Rios.","R","L","R","HOU","TEX","S","null","null","1","2",2014,"2.19","-0.99","-0.38","2.78","null","null","null","0","4","Bot","null","null",,,"455139",,"140513_203104",-2.73,-101.47,3.75,16.74,21.99,-40.48,"3.33","1.56","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","33","4","Curveball","3","0","3","0","0","3","3","0","null","null"
"FT","2014-05-13","86.8","1.37","5.93","Keuchel, Dallas",455139,572971,"null","called_strike",,,,,"8","Robinson Chirinos singles on a bunt ground ball to third baseman Matt Dominguez.","R","R","L","HOU","TEX","S","null","null","0","0",2014,"1.88","1.03","-0.10","1.81","null","null","null","0","3","Top","null","null",,,"449786",,"140513_200132",-8.23,-126.08,-5.5,22.72,30.55,-23,"3.39","1.54","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","21","1","2-Seam Fastball","3","0","0","3","0","3","0","3","null","null"
"FT","2014-05-13","87.4","1.73","6.27","Harrison, Matt",474892,457448,"null","ball",,,,,"14","Chris Carter singles on a line drive to left fielder Shin-Soo Choo.","R","R","L","HOU","TEX","B","null","null","0","0",2014,"1.1","1.52","1.58","2.65","null","null","null","0","2","Bot","null","null",,,"455139",,"140513_193758",-3.27,-127.17,-5.74,14.55,24.64,-16.94,"3.88","1.81","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","13","1","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"SI","2014-05-13","85.1","-0.64","5.68","Germano, Justin",542340,430683,"null","called_strike",,,,,"5","Jonathan Villar lines out softly to right fielder Alex Rios.","R","L","R","HOU","TEX","S","null","null","1","1",2014,"-0.84","0.71","-0.18","2.76","null","null","null","0","4","Bot","null","null",,,"455139",,"140513_203046",2.71,-123.9,-1.55,-7.76,30.5,-26.72,"3.35","1.66","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","33","3","Sinker","3","0","3","0","0","3","3","0","null","null"
"SL","2014-05-13","78.7","1.63","5.81","Keuchel, Dallas",547982,572971,"strikeout","swinging_strike",,,,,"13","Leonys Martin strikes out swinging.","R","L","L","HOU","TEX","S","2","null","0","2",2014,"-0.15","-0.01","-0.64","1.33","null","null","null","2","2","Top","null","null",,,"449786",,"140513_193534",-5.06,-114.6,-2.46,-0.19,25.4,-33.97,"3.26","1.51","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","0","null","0","0","null","12","3","Slider","0","0","0","0","0","0","0","0","null","null"
"FT","2014-05-13","89.6","1.64","6.19","Harrison, Matt",461882,457448,"force_out","hit_into_play",,,,,"5","Jesus Guzman grounds into a force out, third baseman Adrian Beltre to second baseman Rougned Odor.   Dexter Fowler out at 2nd.    Jesus Guzman to 1st.","R","R","L","HOU","TEX","X","5","ground_ball","0","1",2014,"1.49","1.37","-0.13","2.48","null","543807","451594","2","1","Bot",103.41,173.69,,,"455139",,"140513_193025",-8.41,-130.15,-6,19.88,28.21,-18.11,"3.5","1.68","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0","null","0","0","null","9","2","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"SL","2014-05-13","80.1","1.56","5.81","Keuchel, Dallas",547982,572971,"null","swinging_strike",,,,,"13","Leonys Martin strikes out swinging.","R","L","L","HOU","TEX","S","null","null","0","1",2014,"-0.76","0.36","-0.85","1.05","null","null","null","2","2","Top","null","null",,,"449786",,"140513_193519",-4.17,-116.48,-4.18,-6.11,25.06,-30.55,"3.26","1.51","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","12","2","Slider","0","0","0","0","0","0","0","0","null","null"
"FT","2014-05-13","88.3","1.63","6.11","Harrison, Matt",461882,457448,"null","called_strike",,,,,"9","Jesus Guzman grounds into a force out, third baseman Adrian Beltre to second baseman Rougned Odor.   Dexter Fowler out at 2nd.    Jesus Guzman to 1st.","R","R","L","HOU","TEX","S","null","null","0","0",2014,"1.92","0.97","0.29","2.01","null","543807","451594","2","1","Bot","null","null",,,"455139",,"140513_193007",-8.26,-128.19,-5.8,24.57,26.19,-23.2,"3.77","1.84","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","9","1","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"CH","2014-05-13","83.2","-1.12","5.63","Germano, Justin",542340,430683,"null","foul",,,,,"11","Jonathan Villar lines out softly to right fielder Alex Rios.","R","L","R","HOU","TEX","S","null","null","1","0",2014,"-0.53","0.69","-0.89","2.57","null","null","null","0","4","Bot","null","null",,,"455139",,"140513_203026",1.42,-121.13,-1.52,-4.13,28.5,-27.1,"3.33","1.56","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","33","2","Changeup","3","0","3","0","0","3","3","0","null","null"
"FC","2014-05-13","89.5","-1.55","5.65","Tolleson, Shawn",514888,474521,"field_out","hit_into_play",,,,,"5","Jose Altuve grounds out, third baseman Adrian Beltre to first baseman Prince Fielder.","R","R","R","HOU","TEX","X","5","ground_ball","0","0",2014,"0.53","0.8","-0.02","1.89","null","null","null","2","7","Bot",105.42,169.68,,,"455139",,"140513_213117",2.37,-130.32,-4.77,8.02,30.14,-24.94,"2.97","1.34","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0","null","0","0","null","61","1","Cutter","8","0","8","0","0","8","8","0","null","null"
"FC","2014-05-13","89.9","-1.4","5.76","Tolleson, Shawn",542340,474521,"strikeout","called_strike",,,,,"6","Jonathan Villar called out on strikes.","R","L","R","HOU","TEX","S","2","null","1","2",2014,"0.65","0.49","0.69","2.57","null","null","null","1","7","Bot","null","null",,,"455139",,"140513_213043",3.52,-130.88,-2.72,9.72,28.2,-28.56,"3.33","1.61","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0","null","0","0","null","60","4","Cutter","8","0","8","0","0","8","8","0","null","null"
"SI","2014-05-13","84.1","-1.14","5.8","Germano, Justin",542340,430683,"null","ball",,,,,"11","Jonathan Villar lines out softly to right fielder Alex Rios.","R","L","R","HOU","TEX","B","null","null","0","0",2014,"-1.05","0.41","-1.90","3.59","null","null","null","0","4","Bot","null","null",,,"455139",,"140513_203012",0.22,-122.51,0.98,-9.75,30.71,-29.93,"3.34","1.61","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","33","1","Sinker","3","0","3","0","0","3","3","0","null","null"
"FF","2014-05-13","89.8","1.32","6.03","Keuchel, Dallas",547982,572971,"null","swinging_strike",,,,,"1","Leonys Martin strikes out swinging.","R","L","L","HOU","TEX","S","null","null","0","0",2014,"0.58","1.51","-0.58","3.34","null","null","null","2","2","Top","null","null",,,"449786",,"140513_193502",-6.59,-130.55,-3.67,8.76,30.48,-16.52,"3.26","1.51","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","12","1","4-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"FT","2014-05-13","90.0","1.47","6.11","Harrison, Matt",518625,457448,"field_out","hit_into_play",,,,,"7","Matt Dominguez pops out to first baseman Prince Fielder in foul territory.","R","R","L","HOU","TEX","X","3","popup","3","2",2014,"1.76","1.64","-0.56","2.19","null","543807","451594","1","1","Bot",171.69,163.65,,,"455139",,"140513_192911",-9.75,-130.5,-7.18,23.31,28.54,-14.87,"3.5","1.62","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0","null","0","0","null","8","7","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"SL","2014-05-13","79.7","1.35","5.93","Keuchel, Dallas",574831,572971,"strikeout","swinging_strike_blocked",,,,,"13","Michael Choice strikes out swinging.","R","R","L","HOU","TEX","S","2","null","0","2",2014,"-0.61","-0.5","-2.12","0.49","null","null","null","1","2","Top","null","null",,,"449786",,"140513_193420",-6.82,-115.74,-3.71,-4.49,28.23,-38.55,"3.14","1.32","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","0","null","0","0","null","11","3","Slider","0","0","0","0","0","0","0","0","null","null"
"FT","2014-05-13","90.3","1.83","6.03","Harrison, Matt",518625,457448,"null","foul",,,,,"9","Matt Dominguez pops out to first baseman Prince Fielder in foul territory.","R","R","L","HOU","TEX","S","null","null","3","2",2014,"1.76","1.1","0.61","1.89","null","543807","451594","1","1","Bot","null","null",,,"455139",,"140513_192844",-7.72,-131.12,-6.63,23.65,27.29,-21.13,"3.5","1.62","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","8","6","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"FF","2014-05-13","87.0","-0.93","5.56","Germano, Justin",449786,430683,"field_out","hit_into_play",,,,,"8","Carlos Corporan flies out to right fielder Alex Rios.","R","L","R","HOU","TEX","X","9","fly_ball","2","1",2014,"-0.87","1.24","-0.18","1.70","null","461882","null","2","3","Bot",180.72,88.35,,,"455139",,"140513_201728",3.56,-126.48,-5.36,-8.4,31.73,-20.66,"3.5","1.62","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0","null","0","0","null","28","4","4-Seam Fastball","3","0","3","0","0","3","3","0","null","null"
"FF","2014-05-13","93.8","-1.34","5.63","Tolleson, Shawn",542340,474521,"null","ball",,,,,"13","Jonathan Villar called out on strikes.","R","L","R","HOU","TEX","B","null","null","0","2",2014,"0.2","2.04","-0.88","1.35","null","null","null","1","7","Bot","null","null",,,"455139",,"140513_213024",0.42,-136.2,-9.8,4.35,36.18,-8.52,"3.33","1.58","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","60","3","4-Seam Fastball","8","0","8","0","0","8","8","0","null","null"
"FT","2014-05-13","90.2","1.27","6.02","Keuchel, Dallas",574831,572971,"null","called_strike",,,,,"1","Michael Choice strikes out swinging.","R","R","L","HOU","TEX","S","null","null","0","1",2014,"1.69","0.82","-0.66","2.97","null","null","null","1","2","Top","null","null",,,"449786",,"140513_193408",-9.37,-131.05,-3.1,22.62,29.17,-24.58,"3.39","1.43","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","11","2","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"SI","2014-05-13","86.8","-0.42","5.7","Germano, Justin",449786,430683,"null","ball",,,,,"14","Carlos Corporan flies out to right fielder Alex Rios.","R","L","R","HOU","TEX","B","null","null","1","1",2014,"-0.82","0.93","1.35","2.02","null","461882","null","2","3","Bot","null","null",,,"455139",,"140513_201702",5.94,-126.16,-4.13,-7.76,32.66,-24.11,"3.56","1.62","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","28","3","Sinker","3","0","3","0","0","3","3","0","null","null"
"FC","2014-05-13","91.6","-1.43","5.69","Tolleson, Shawn",542340,474521,"null","swinging_strike",,,,,"8","Jonathan Villar called out on strikes.","R","L","R","HOU","TEX","S","null","null","0","1",2014,"0.66","0.83","-0.02","1.50","null","null","null","1","7","Bot","null","null",,,"455139",,"140513_213006",1.77,-133.29,-6.38,10.21,29.66,-24.24,"3.33","1.56","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","60","2","Cutter","8","0","8","0","0","8","8","0","null","null"
"FT","2014-05-13","89.1","1.71","6.01","Harrison, Matt",518625,457448,"null","ball",,,,,"14","Matt Dominguez pops out to first baseman Prince Fielder in foul territory.","R","R","L","HOU","TEX","B","null","null","2","2",2014,"2.12","1.61","0.16","0.71","null","543807","451594","1","1","Bot","null","null",,,"455139",,"140513_192815",-9.19,-129.09,-10.24,26.65,32.3,-15.88,"3.61","1.76","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","8","5","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"FF","2014-05-13","93.4","-1.42","5.67","Tolleson, Shawn",542340,474521,"null","called_strike",,,,,"13","Jonathan Villar called out on strikes.","R","L","R","HOU","TEX","S","null","null","0","0",2014,"0.16","1.97","-0.91","1.81","null","null","null","1","7","Bot","null","null",,,"455139",,"140513_212952",0.66,-135.9,-8.45,3.78,36.15,-9.53,"3.39","1.62","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","60","1","4-Seam Fastball","8","0","8","0","0","8","8","0","null","null"
"CU","2014-05-13","77.4","1.6","6.21","Harrison, Matt",518625,457448,"null","ball",,,,,"13","Matt Dominguez pops out to first baseman Prince Fielder in foul territory.","R","R","L","HOU","TEX","B","null","null","1","2",2014,"0.06","0.01","-1.30","0.90","null","543807","451594","1","1","Bot","null","null",,,"455139",,"140513_192752",-6.75,-112.54,-3.95,1.7,26.13,-33.74,"3.5","1.62","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","8","4","Curveball","0","0","0","0","0","0","0","0","null","null"
"CH","2014-05-13","82.2","-0.95","5.59","Germano, Justin",449786,430683,"null","swinging_strike",,,,,"13","Carlos Corporan flies out to right fielder Alex Rios.","R","L","R","HOU","TEX","S","null","null","1","0",2014,"-0.68","1.38","-0.73","1.38","null","461882","null","2","3","Bot","null","null",,,"455139",,"140513_201639",1.72,-119.53,-5.51,-5.63,26.8,-20.37,"3.5","1.62","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","28","2","Changeup","3","0","3","0","0","3","3","0","null","null"
"FF","2014-05-13","89.9","1.29","5.77","Keuchel, Dallas",574831,572971,"null","called_strike",,,,,"7","Michael Choice strikes out swinging.","R","R","L","HOU","TEX","S","null","null","0","0",2014,"1.08","1.51","-0.67","1.54","null","null","null","1","2","Top","null","null",,,"449786",,"140513_193356",-7.92,-130.56,-7.67,14.9,29.58,-16.51,"3.39","1.39","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","11","1","4-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"SI","2014-05-13","86.4","-1.12","5.58","Germano, Justin",449786,430683,"null","ball",,,,,"13","Carlos Corporan flies out to right fielder Alex Rios.","R","L","R","HOU","TEX","B","null","null","0","0",2014,"-0.75","0.88","-1.29","1.61","null","461882","null","2","3","Bot","null","null",,,"455139",,"140513_201619",0.97,-125.74,-4.73,-6.91,31,-24.68,"3.61","1.62","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","28","1","Sinker","3","0","3","0","0","3","3","0","null","null"
"CH","2014-05-13","82.2","-1.16","5.74","Tolleson, Shawn",449786,474521,"field_out","hit_into_play",,,,,"1","Carlos Corporan flies out to left fielder Shin-Soo Choo.","R","L","R","HOU","TEX","X","7","fly_ball","2","2",2014,"-0.48","0.95","-0.39","3.37","null","null","null","0","7","Bot",69.28,112.45,,,"455139",,"140513_212909",2.6,-119.61,-0.29,-3.63,27.03,-24.69,"3.5","1.62","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0","null","0","0","null","59","6","Changeup","8","0","8","0","0","8","8","0","null","null"
"SL","2014-05-13","79.6","1.31","6.06","Keuchel, Dallas",425567,572971,"strikeout","swinging_strike",,,,,"13","Alex Rios strikes out swinging.","R","R","L","HOU","TEX","S","2","null","1","2",2014,"-0.6","-0.46","-1.65","2.15","null","null","null","0","2","Top","null","null",,,"449786",,"140513_193326",-5.7,-115.72,-0.42,-4.5,26.06,-38.22,"3.71","1.78","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","0","null","0","0","null","10","4","Slider","0","0","0","0","0","0","0","0","null","null"
